45	60.	69.	80.	111.	190.	330.	73
40	60.	69.	80.	118.	190.	340.	73
45	60.	70.	80.	130.	220.	422.	76
23	60.	70.	80.	129.	219.	400.	76
44	60.	70.	80.	129.	219.	371.	76
49	70.	80.	99.	140.	219.	1210.	87
49	71.	89.	108.	149.	230.	1211.	94
69	110.	120.	140.	221.	301.	1510.	132
32	80.	90.	101.	169.	251.	1330.	100
52	81.	91.	109.	170.	250.	1329.	102
59	90.	100.	111.	181.	269.	1510.	109
59	91.	109.	121.	189.	280.	1450.	116
89	159.	171.	200.	319.	430.	4469.	194
